Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
557.0,John Tonje,24.0,BOS,SG,3.0,0.0,11.0,4.3,0.347,1.0,1.0,0.0,19.6,9.9,10.4,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.038,-11.2,-2.0,-13.2,0.0,
558.0,Max Shulga,23.0,BOS,SG,6.0,0.0,10.0,6.6,0.515,0.333,0.667,11.1,0.0,5.5,26.0,0.0,0.0,20.5,21.2,0.0,0.0,0.0,0.068,-8.8,-0.1,-8.9,0.0,
559.0,Colin Castleton,25.0,ORL,C,1.0,0.0,10.0,-3.5,0.333,0.0,0.0,0.0,45.1,22.3,13.4,0.0,0.0,40.0,21.2,-0.1,0.0,-0.1,-0.269,-13.3,-2.4,-15.7,0.0,
560.0,Tosan Evbuomwan,24.0,NYK,SF,5.0,0.0,8.0,-0.3,0.0,0.0,0.0,13.8,14.0,13.9,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,-0.024,-8.5,-3.0,-11.6,0.0,
561.0,Enrique Freeman,25.0,MIN,PF,2.0,0.0,8.0,9.1,,,,0.0,40.3,20.6,0.0,0.0,11.0,,0.0,0.0,0.0,0.0,0.11,-1.2,3.6,2.4,0.0,
562.0,Jayson Kent,23.0,POR,SF,2.0,0.0,7.0,24.2,0.833,0.667,0.0,0.0,31.3,15.4,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.218,8.1,1.7,9.9,0.0,
563.0,Payton Sandfort,23.0,OKC,SF,2.0,0.0,7.0,-15.1,0.34,0.8,0.4,0.0,29.7,15.4,0.0,0.0,0.0,14.5,42.5,-0.1,0.0,-0.1,-0.377,-27.2,-6.1,-33.3,-0.1,
564.0,Stanley Umude,26.0,SAS,SG,2.0,0.0,7.0,11.6,0.5,0.5,0.0,0.0,0.0,0.0,18.9,6.9,0.0,0.0,12.1,0.0,0.0,0.0,0.166,-6.7,7.0,0.4,0.0,
565.0,Colby Jones,23.0,DET,SG,1.0,0.0,7.0,13.0,0.333,0.667,0.0,0.0,62.7,31.8,37.9,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.124,-3.2,5.6,2.4,0.0,
566.0,Noa Essengue,19.0,CHI,PF,2.0,0.0,6.0,-12.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,20.9,-0.1,0.0,-0.1,-0.417,-20.6,-3.0,-23.7,0.0,
567.0,Trentyn Flowers,20.0,CHI,SF,2.0,0.0,6.0,16.7,0.667,0.333,0.0,18.0,0.0,8.9,30.6,0.0,0.0,25.0,27.9,0.0,0.0,0.0,0.025,1.8,-2.7,-0.9,0.0,
568.0,Zyon Pullin,24.0,MIN,SG,2.0,0.0,6.0,25.7,1.064,0.0,2.0,0.0,0.0,0.0,70.1,8.0,0.0,51.5,27.3,0.0,0.0,0.0,0.275,-1.8,8.4,6.7,0.0,
569.0,Trevor Keels,22.0,MIA,SG,4.0,0.0,5.0,-22.7,0.0,0.75,0.0,0.0,41.5,20.6,0.0,0.0,0.0,0.0,32.5,-0.1,0.0,-0.1,-0.697,-28.6,-11.5,-40.0,0.0,
570.0,Hunter Dickinson,25.0,NOP,C,1.0,0.0,5.0,-11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,50.0,33.4,-0.1,0.0,-0.1,-0.52,-27.0,1.1,-25.9,0.0,
571.0,CJ Huntley,24.0,PHO,SF,1.0,0.0,5.0,7.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-0.007,-5.0,-3.9,-8.8,0.0,
572.0,Olivier Sarr,26.0,CLE,C,1.0,0.0,4.0,-2.3,0.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.047,-12.1,-1.6,-13.7,0.0,
573.0,Darius Brown II,26.0,CLE,SG,1.0,0.0,3.0,-7.7,0.0,0.0,0.0,0.0,36.6,18.3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,-0.268,-16.2,-2.4,-18.7,0.0,
,League Average,,,,,,,,0.581,0.415,0.265,5.2,14.8,10.0,16.3,1.7,1.9,12.2,19.9,,,,,,,,,
